0,1
487000,-16
487000,-16
487000,-16
487000,-107
487000,-107
487000,-6
487000,-6
487000,-2
487000,-2
487000,-6
487000,-6
487000,-3
487000,-3
487000,-170
487000,-170
487000,-2
487000,-2
487000,+1
487000,+1
487000,+1
487000,+1
487000,+16
487000,+16
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+10
487000,+10
487000,+1
487000,+1
486500,-1
486500,-1
487000,+1
487000,+1
487000,+7
487000,+7
486500,-1
486500,-1
486500,-1
486500,-1
486500,-4
486500,-4
486500,-1
486500,-1
486500,-1
486500,-1
486500,-2
486500,-2
486500,-2
486500,-2
486500,-3
486500,-3
486500,-1
486500,-1
486500,-2
486500,-2
486500,-3
486500,-3
486500,-1
486500,-1
486500,-44
486500,-44
487000,+4
487000,+4
486500,-2
486500,-2
487000,+1
487000,+1
486500,-2
486500,-2
486500,-1
486500,-1
487000,+2
487000,+2
486500,-1
486500,-1
487000,+1
487000,+1
487000,+2
487000,+2
486500,-2
486500,-2
486500,-2
486500,-2
486500,-1
486500,-1
486500,-1
486500,-1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
486500,-1
486500,-1
486500,-1
486500,-1
487000,+1
487000,+1
486500,-1
486500,-1
487000,+1
487000,+1
486500,-9
486500,-9
487000,+5
487000,+5
486500,-5
486500,-5
486500,-1
486500,-1
487000,+5
487000,+5
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-2
486500,-2
486500,-2
486500,-2
486500,-3
486500,-3
487000,+1
487000,+1
486500,-3
486500,-3
487000,+9
487000,+9
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
486500,-3
486500,-3
486500,-4
486500,-4
487000,+2
487000,+2
487000,+1
487000,+1
487000,+1
487000,+1
486500,-50
486500,-50
487000,+1
487000,+1
487000,+2
487000,+2
487000,+4
487000,+4
486500,-3
486500,-3
486500,-1
486500,-1
486500,-1
486500,-1
486500,-2
486500,-2
486500,-2
486500,-2
486500,-1
486500,-1
487000,+2
487000,+2
487000,+16
487000,+16
486500,-1
486500,-1
487000,+1
487000,+1
486500,-34
486500,-34
486500,-3
486500,-3
486500,-4
486500,-4
487000,+1
487000,+1
486500,-4
486500,-4
486500,-6
486500,-6
486500,-3
486500,-3
487000,+34
487000,+34
486500,-1
486500,-1
487000,+2
487000,+2
486500,-5
486500,-5
487000,+1
487000,+1
486500,-11
486500,-11
486500,-1
486500,-1
486500,-2
486500,-2
486500,-3
486500,-3
486500,-1
486500,-1
486500,-2
486500,-2
486500,-1
486500,-1
486500,-1
486500,-1
486500,-2
486500,-2
486500,-1
486500,-1
486500,-1
486500,-1
486500,-4
486500,-4
486500,-1
486500,-1
487000,+2
487000,+2
487000,+3
487000,+3
487000,+1
487000,+1
486500,-3
486500,-3
486500,-3
486500,-3
486500,-1
486500,-1
487000,+1
487000,+1
486500,-3
486500,-3
486500,-11
486500,-11
486500,-90
486500,-90
486500,-11
486500,-11
487000,+1
487000,+1
487000,+1
487000,+1
486500,-5
486500,-5
487000,+10
487000,+10
486500,-1
486500,-1
487000,+2
487000,+2
487000,+5
487000,+5
486500,-5
486500,-5
487000,+1
487000,+1
486500,-4
486500,-4
486500,-1
486500,-1
486500,-2
486500,-2
487000,+4
487000,+4
486500,-1
486500,-1
487000,+8
487000,+8
486500,-1
486500,-1
486500,-2
486500,-2
487000,+4
487000,+4
486500,-3
486500,-3
487000,+1
487000,+1
487000,+5
487000,+5
486500,-1
486500,-1
486500,-1
486500,-1
486500,-10
486500,-10
486500,-1
486500,-1
486500,-1
486500,-1
487000,+2
487000,+2
486500,-1
486500,-1
486500,-3
486500,-3
487000,+1
487000,+1
486500,-3
486500,-3
487000,+1
487000,+1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-20
486500,-20
486500,-2
486500,-2
486500,-2
486500,-2
486500,-3
486500,-3
486500,-3
486500,-3
486500,-6
486500,-6
486500,-6
486500,-6
486500,-2
486500,-2
486500,-3
486500,-3
486500,-4
486500,-4
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-2
486500,-2
486500,-3
486500,-3
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+1
487000,+10
487000,+10
486500,-11
486500,-11
487000,+1
487000,+1
487000,+1
487000,+1
486500,-3
486500,-3
486500,-18
486500,-18
486500,-3
486500,-3
486500,-3
486500,-3
486500,-1
486500,-1
486500,-3
486500,-3
486500,-2
486500,-2
486500,-5
486500,-5
486500,-3
486500,-3
486500,-2
486500,-2
486500,-26
486500,-26
486500,-1
486500,-1
486500,-1
486500,-1
486500,-20
486500,-20
486500,-1
486500,-1
487000,+4
487000,+4
486500,-4
486500,-4
486500,-1
486500,-1
486500,-2
486500,-2
486500,-1
486500,-1
486500,-2
486500,-2
486500,-1
486500,-1
487000,+1
487000,+1
486500,-4
486500,-4
486500,-1
486500,-1
486500,-2
486500,-2
486500,-1
486500,-1
486500,-2
486500,-2
486500,-10
486500,-10
487000,+1
487000,+1
486500,-3
486500,-3
486500,-6
486500,-6
486500,-2
486500,-2
486500,-2
486500,-2
487000,+1
487000,+1
486500,-5
486500,-5
486500,-2
486500,-2
486500,-11
486500,-11
486500,-1
486500,-1
486500,-5
486500,-5
486500,-2
486500,-2
486500,-2
486500,-2
486500,-4
486500,-4
486500,-2
486500,-2
487000,+1
487000,+1
486500,-2
486500,-2
486500,-1
486500,-1
486500,-1
486500,-1
487000,+1
487000,+1
486500,-26
486500,-26
487000,+16
487000,+16
486500,-1
486500,-1
486500,-1
486500,-1
487000,+1
487000,+1
486500,-3
486500,-3
486500,-2
486500,-2
487000,+1
487000,+1
486500,-11
486500,-11
486500,-3
486500,-3
487000,+1
487000,+1
486500,-6
486500,-6
486500,-1
486500,-1
487000,+1
487000,+1
486500,-4
486500,-4
487000,+2
487000,+2
487000,+2
487000,+2
486500,-89
486500,-89
487000,+1
487000,+1
487000,+1
487000,+1
486500,-1
486500,-1
486500,-1
486500,-1
486500,-3
486500,-3
486500,-394
486500,-394
486500,+3
486500,+3
486500,+205
486500,+205
486000,-3
486000,-3
486000,-2
486000,-2
486500,+1
486500,+1
486500,+1
486500,+1
486000,-1
486000,-1
486500,+5
486500,+5
486000,-2
486000,-2
486500,+1
486500,+1
